confidence	arg1	rel	arg2	enabler	attribution	text	pattern	dependencies
1.0	Hapoel Lod	played	in the top division during the 1960s and 1980s			Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .		
1.0	Hapoel Lod	won	the State Cup in 1984			Hapoel Lod played in the top division during the 1960s and 1980s , and won the State Cup in 1984 .		
1.0	Hawker Pacific Aerospace	offers	landing gear and hydraulic MRO services for all major aircraft types			Hawker Pacific Aerospace is a MRO-Service company which offers landing gear and hydraulic MRO services for all major aircraft types .		
1.0	his feet	detect	electronic signals through solid walls and floors			He also possesses enhanced senses and can track people for great distances over open terrain and his feet are sensitive enough to detect electronic signals through solid walls and floors .		
1.0	Brian Marwood	joined	Sheffield Wednesday eight months earlier			He appeared in that game alongside his Arsenal midfield colleague Brian Marwood , who had joined them from Sheffield Wednesday eight months earlier .		
1.0	events	impact	the human condition			He defines Wild Cards as ` Low Probability , High Impact events that , were they to occur , would severely impact the human condition ' .		
1.0	a group of Neo Arcadians	ending	the game			He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .		
1.0	He had	spent 11 years in jail despite having been acquitted	11 years in jail despite having been acquitted twice			He had spent 11 years in jail despite having been acquitted twice .		
1.0	He is idolized	receiving	the name of `` God			He is idolized , receiving the name of `` God '' .		
1.0	V2 records , wanting to expand his career	wanting to expand	to expand his career into something bigger			He left his old company , V2 records , wanting to expand his career into something bigger .		
1.0	his entire army to destroy the plain	destroy the plain that lay	ahead of Alexander 's army			He left only a small contingent to guard the defile , and took his entire army to destroy the plain that lay ahead of Alexander 's army .		
1.0	Henry Stephens	became	a famous inventor and ink magnate			He lodged near the hospital at 28 St Thomas 's Street in Southwark , with other medical students , including Henry Stephens who became a famous inventor and ink magnate .		
1.0	the riding of Nickel Belt in the Sudbury , Ontario	represented	the Sudbury , Ontario area			He represented the riding of Nickel Belt in the Sudbury , Ontario area .		
1.0	permission	confirmed	by correspondence between McGee and his family			He talked to McGee about using his name and received permission , which is confirmed by correspondence between McGee and his family .		
1.0	the European Convention	drafted	the text of the European Constitution			He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .		
1.0	the text of the European Constitution	entered	into force			He was a member of the European Convention , which drafted the text of the European Constitution that never entered into force .		
1.0	He	buried	in the Abbey of the Psalms mausoleum at the Hollywood Forever Cemetery			He was buried in the Abbey of the Psalms mausoleum at the Hollywood Forever Cemetery .		
1.0	He	reprieved	for a month , and then again for a week			He was subsequently reprieved for a month , and then again for a week .		
1.0	Her image held aloft	signifies	the Earth			Her image held aloft signifies the Earth , which `` hangs in the air '' .		
1.0	Hilf al-Fudul was a 7th-century	created	a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing			Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .		
1.0	a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad	including the Islamic prophet Muhammad , to establish	Islamic prophet Muhammad , to establish fair commercial dealing			Hilf al-Fudul was a 7th-century alliance created by various Meccans , including the Islamic prophet Muhammad , to establish fair commercial dealing .		
1.0	Aiseau	dedicated	agriculture , logging , but also to the industry			Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .		
1.0	Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine	detect	dividing cells			Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .		
1.0	Hoechst	quenched	33342 and 33258 are quenched by Bromodeoxyuridine			Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .		
1.0	Bromodeoxyuridine	used	to detect dividing cells			Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .		
1.0	Hofmann was a below-average high school student , but he had many hobbies	including	magic , electronics , chemistry , and stamp and coin collecting			Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .		
1.0	BAE Systems	stated	it no longer produces land mines or cluster bombs			However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .		
